# Company with Active Budget Account,# Max Plan Company with Active Budget Account,# Pro Plan Company with Active Budget Account,# Smart Plan Company with Active Budget Account,# Standard Plan Company with Active Budget Account
"1,108",111 (10%),193 (17%),229 (21%),575 (52%)
