Budget Accounts,# Active Cards,Closed Budget Accounts,Active Budget Accounts,Active Funded Budget Accounts,Active Without First Funded Budget Accounts,Card Transacted Budget Accounts
"1,409",60,85 (6%),1324 (94%),587 (42%),737 (52%),10 (1%)
