Budget Accounts,# Active Cards,Closed Budget Accounts,Active Budget Accounts,Active Funded Budget Accounts,Active Without First Funded Budget Accounts,Card Transacted Budget Accounts
"1,471",66,98 (7%),1373 (93%),603 (41%),770 (52%),13 (1%)
